Name,latitude,longitude,Type,Price,Reviews,city,Popularity
Worm place,34.18239,-118.42412,Private Room,99,0,Los Angeles,New Listing
Resort Style 1 bdrm. w/ view of Staples Center,34.0498,-118.26502,Entire Home,250,80,Los Angeles,Extremely Popular
Fully Renovated Contemporary Condo,34.18505,-118.4672,Entire Home,90,0,Los Angeles,New Listing
Lavish suite w 4 poster Queen bed w private bath,34.11803,-118.31355,Private Room,135,33,Los Angeles,High
No.10Queen size clean room 独立出入大床房,33.98435,-117.88959,Private Room,34,69,Los Angeles,Extremely Popular
Rancho Relaxo West LA,34.01925,-118.44147,Private Room,71,68,Los Angeles,Extremely Popular
Hannah's  Walnut Creek Villa -核桃市别墅独立卧室近商圈,34.00864,-117.86511,Private Room,38,8,Los Angeles,Average
Luxurious Studio in HLWD LL411,34.1038,-118.33686,Entire Home,104,0,Los Angeles,New Listing
Truly Amazing Charming Townhome,34.09099,-118.36161,Entire Home,180,37,Los Angeles,High
Tu descanso perfecto,33.99644,-118.30251,Private Room,30,102,Los Angeles,Extremely Popular
"Del Rey, CA: One Bedroom, Suite, Private Patio",33.99034,-118.42724,Entire Home,139,164,Los Angeles,Extremely Popular
罗兰岗一室一卫/独立进出/拎包入住/private entrance one bedroom,33.98927,-117.91171,Entire Home,101,41,Los Angeles,High
West Hollywood Hills Designer Home,34.09801,-118.37648,Entire Home,950,1,Los Angeles,Low
Home sweet home,33.90061,-118.20754,Private Room,200,1,Los Angeles,Low
Beverly Zen,34.12196,-118.4362,Private Room,1400,3,Los Angeles,Low
⭐️Sanitized Secluded Central Hollywood Hills Villa,34.107,-118.34007,Entire Home,313,39,Los Angeles,High
Artsy Apt in East Village DTLB,33.76996,-118.18635,Private Room,55,37,Los Angeles,High
AKA Residences One Bedroom Townhome Premium Week,34.06799,-118.39568,Entire Home,345,0,Los Angeles,New Listing
Lovely LA Home,34.05271,-118.38302,Entire Home,120,1,Los Angeles,Low
Exciting Apt STEPS to Runyon and Hollywood Blvd!!,34.10592,-118.34943,Private Room,59,2,Los Angeles,Low
洛杉矶*熙臻行馆Venetian豪华典雅两房两厅两卫公寓,34.0693,-118.13348,Entire Home,284,0,Los Angeles,New Listing
Charming Room In Los Feliz,34.09456,-118.30035,Private Room,50,4,Los Angeles,Low
SUNSET STRIP 2-BEDROOM BALCONY POOL & VIEWS,34.09811,-118.36953,Entire Home,225,17,Los Angeles,High
Private Room in West Hollywood Apartment,34.08422,-118.3637,Private Room,114,1,Los Angeles,Low
The Quintero Compound,34.07416,-118.25273,Private Room,35,0,Los Angeles,New Listing
"John’s 2 bedrooms 1 bath
bungalow",34.12105,-118.21302,Entire Home,180,25,Los Angeles,High
Lovely Hollywood Hills Home by Griffith Park,34.11961,-118.31643,Entire Home,195,14,Los Angeles,Average
MASTER ROOM IN WALNUT,34.00927,-117.86703,Private Room,60,1,Los Angeles,Low
Cozy bungalow a few miles from the beach and LAX,33.87185,-118.35808,Private Room,55,107,Los Angeles,Extremely Popular
Hollywood Hills Oasis,34.10911,-118.32623,Private Room,55,2,Los Angeles,Low
Venice beach from stunning Casita Indigo,33.99505,-118.4603,Entire Home,182,15,Los Angeles,Average
#NAME?,34.10051,-118.32901,Entire Home,140,11,Los Angeles,Average
Peninsula Beverly Hills – Executive Villa Suite,34.06633,-118.41258,Private Room,2750,0,Los Angeles,New Listing
Central Los Angeles Los Feliz 2 bed 1 bath (4869),34.11517,-118.27444,Entire Home,125,9,Los Angeles,Average
Luxurious Tuscan Villa,34.0697,-118.37202,Entire Home,1200,7,Los Angeles,Average
Grace Ranch,34.71906,-118.02392,Entire Home,300,3,Los Angeles,Low
Very cozy and clean 2 bd 1 bath apt,34.17827,-118.54,Entire Home,150,0,Los Angeles,New Listing
Sunny Ocean Breeze Townhouse in Santa Monica,34.02842,-118.48362,Entire Home,129,23,Los Angeles,High
Spacious WFH-friendly Santa Monica Townhouse,34.02391,-118.50086,Entire Home,250,0,Los Angeles,New Listing
Luxury Renaissance Style Apartment,34.05873,-118.25085,Entire Home,244,123,Los Angeles,Extremely Popular
Near Pier and Beach 1BR Apartment,34.03633,-118.46487,Entire Home,178,1,Los Angeles,Low
Silver Lake | Hollywood adjacent condo w/ Vibes,34.08802,-118.30282,Entire Home,69,11,Los Angeles,Average
Terranea Vacation Villa 2BR + Den with sleeper bed,33.7383,-118.39668,Entire Home,1087,61,Los Angeles,Extremely Popular
Designer modern family friendly LA burbs home,34.44007,-118.55469,Entire Home,300,3,Los Angeles,Low
Spacious one-bedroom Weho escape,34.09116,-118.37504,Entire Home,120,5,Los Angeles,Average
Charming Chalet-Style home w pool SRH201800121,34.17726,-118.13609,Entire Home,290,100,Los Angeles,Extremely Popular
1 Bedroom Townhouse,34.06703,-118.37041,Private Room,77,65,Los Angeles,Extremely Popular
"Room/bathroom/balcony, 3 min walk to Cedar Sinai!",34.07186,-118.38143,Private Room,64,58,Los Angeles,Extremely Popular
Comfy Game Lounge,33.97095,-118.35488,Entire Home,108,13,Los Angeles,Average
"Private Room near LAX, Forum & SoFi Stadium #2",33.95091,-118.35848,Private Room,55,71,Los Angeles,Extremely Popular
Perfect Location! Cozy Melrose Bungalow + Parking!,34.08372,-118.34899,Entire Home,300,5,Los Angeles,Average
Valencia House 6.2 miles Magic Mountain,34.44755,-118.54305,Entire Home,178,79,Los Angeles,Extremely Popular
Ocean Blvd Historic Condo w/ view of Queen Mary,33.76619,-118.18711,Private Room,89,0,Los Angeles,New Listing
Cute Hipster Suburb in heart of LA!,34.12866,-118.2671,Private Room,61,4,Los Angeles,Low
N3 - Nice Room @ Atlantic Blvd.,34.05926,-118.13713,Private Room,36,2,Los Angeles,Low
"Cozy, Beach-Side Studio with Piano",34.00147,-118.48369,Entire Home,100,1,Los Angeles,Low
Charming One-Bedroom in Brentwood,34.04881,-118.46978,Entire Home,120,4,Los Angeles,Low
cozy place,33.90926,-118.32769,Private Room,55,1,Los Angeles,Low
"Mockingbird Retreat, 420 Friendly 200sf poolside",34.26489,-118.59943,Private Room,65,8,Los Angeles,Average
Large room in the Center of LA + Private Bathroom,34.0185,-118.36916,Private Room,75,184,Los Angeles,Extremely Popular
Silver Lake neighborhood hideaway,34.08274,-118.2693,Entire Home,139,222,Los Angeles,Extremely Popular
Belmont Shore Bungalow,33.75604,-118.13417,Entire Home,195,142,Los Angeles,Extremely Popular
Beautiful home near beach,33.89496,-118.3978,Private Room,149,5,Los Angeles,Average
Treetops - Craftsman Guest House,34.11203,-118.14625,Entire Home,99,70,Los Angeles,Extremely Popular
NO RULES Large private bed/bath-modern resort type,33.98741,-118.4465,Private Room,80,53,Los Angeles,High
ENTIRE townhome Near Universal/Hwood/Metro,34.16528,-118.36487,Entire Home,159,7,Los Angeles,Average
Cozy Comfort Near Lax/Downtown LA/Hollywood&Beach,33.91016,-118.25793,Entire Home,99,25,Los Angeles,High
Near Universal Studios Charming Toluca Lake/ 1 bed,34.15204,-118.35894,Private Room,100,3,Los Angeles,Low
Los angeles Multi-unit building,34.18085,-118.30041,Private Room,50,0,Los Angeles,New Listing
Comuna Factory King Bedroom,34.03051,-118.23069,Private Room,62,190,Los Angeles,Extremely Popular
Marina del Rey,33.97103,-118.45484,Entire Home,225,4,Los Angeles,Low
Cozy Queen bedroom #3,33.94097,-118.34157,Private Room,45,209,Los Angeles,Extremely Popular
Downtown Loft by Open Air Homes,34.05188,-118.2445,Entire Home,180,0,Los Angeles,New Listing
2 mi from SoFi Stadium! Private Oasis near LAX,33.96944,-118.35233,Entire Home,160,5,Los Angeles,Average
Hollywood Hills Home,34.11148,-118.32043,Entire Home,65,0,Los Angeles,New Listing
Hollywood Hills Vacation,34.11519,-118.36302,Entire Home,112,6,Los Angeles,Average
T102 Modern and Comfortable 2bed/2bath,34.05495,-118.4259,Entire Home,113,3,Los Angeles,Low
Greenleaf Hotel,33.76752,-118.18407,Hotel Room,82,68,Los Angeles,Extremely Popular
204L Lux Suite Westside Near UCLA on Westwood Blvd,34.04868,-118.43539,Entire Home,79,37,Los Angeles,High
Hermosa Beach Getaway,33.85746,-118.39695,Private Room,100,22,Los Angeles,High
Bldng Third Street -  - Superior Studio - Bright & Peaceful - Near City Hall!,33.76995,-118.19772,Entire Home,79,7,Los Angeles,Average
"Private, Quiet, Clean, and Fully-Furnished Studio",34.69968,-118.1614,Entire Home,99,38,Los Angeles,High
Loft In Downtown LA!,34.04766,-118.25193,Private Room,60,0,Los Angeles,New Listing
Spacious 1 Bedroom Condo,33.81305,-118.28825,Entire Home,120,1,Los Angeles,Low
Charming Spanish Style Apartment,34.15913,-118.26821,Entire Home,93,149,Los Angeles,Extremely Popular
✣Convenient✣Clean ✣New✣Private bed & Bath✣,34.07139,-117.92496,Private Room,40,0,Los Angeles,New Listing
Hollywood| Central Location| Luxury&Affordable|,34.09968,-118.3419,Private Room,260,83,Los Angeles,Extremely Popular
Welcoming. Stylish. Cozy,34.06588,-117.97371,Private Room,125,0,Los Angeles,New Listing
Hillside Striking View Apt,34.12436,-118.23293,Entire Home,126,182,Los Angeles,Extremely Popular
PRIVATE 1 BEDRM w/ BATH WestLA/Brentwood/Westwood,34.04376,-118.4662,Entire Home,150,5,Los Angeles,Average
Long Beach Quaint & Cozy Paradise,33.79105,-118.22084,Shared Room,60,1,Los Angeles,Low
Home away from home in L.A.!,34.11183,-118.27786,Private Room,85,0,Los Angeles,New Listing
Green Oasis-Eagle Rock-Pasadena -DTLA-The Valley,34.1374,-118.19708,Entire Home,199,30,Los Angeles,High
CLEAN/DISINFECTED Centrally Located Home (p24),34.15907,-118.35089,Entire Home,200,1,Los Angeles,Low
"BB's Place, West Palmdale",34.61662,-118.20275,Private Room,45,84,Los Angeles,Extremely Popular
Upscale 2BR in Los Angeles with Amenities by Zeus,33.99183,-118.44214,Entire Home,181,5,Los Angeles,Average
Spacious family friendly loft in downtown LA,34.04338,-118.26054,Entire Home,100,18,Los Angeles,High
Zen Palace,34.16422,-118.37418,Private Room,65,0,Los Angeles,New Listing
Spacious Suite #2 in San Dimas,34.06643,-117.82524,Private Room,78,9,Los Angeles,Average
Beautiful Spacious 2bd w/Parking,34.05576,-118.2955,Entire Home,160,3,Los Angeles,Low
Best Private Room on Hollywood,34.09798,-118.34979,Private Room,69,0,Los Angeles,New Listing
Shared master room for females only,34.05997,-118.29336,Shared Room,30,0,Los Angeles,New Listing
"Cozy, Quiet Private Room & Bathroom in Culver City",33.99493,-118.40035,Private Room,75,34,Los Angeles,High
"Cozy Private 1 BR Guest Suite Near LAX,LMU,beach",33.95826,-118.42079,Entire Home,89,29,Los Angeles,High
罗兰岗中心地段一楼雅房/ Private Bedroom in Rowland Heights,33.98938,-117.88928,Private Room,40,15,Los Angeles,Average
Room 4,34.67151,-118.19007,Private Room,35,13,Los Angeles,Average
2br/2bath - 1200ft² - Mid-Wilshire,34.06673,-118.34946,Entire Home,175,2,Los Angeles,Low
Master bedroom in modern Calabasas townhouse,34.1291,-118.7045,Private Room,47,2,Los Angeles,Low
Beautiful 2Bed1Bath Townhouse-Walk Score 92,34.14018,-118.24937,Entire Home,129,0,Los Angeles,New Listing
Micro 1 bedroom apartment - Steps from the beach!,34.00777,-118.49011,Entire Home,119,1,Los Angeles,Low
Cozy secluded Guesthouse in Garden,34.05966,-118.35402,Entire Home,119,181,Los Angeles,Extremely Popular
Queen Bed Room & Private Bath at Arroyo Vista Inn,34.11072,-118.16728,Private Room,125,40,Los Angeles,High
Private Beach Patio Guestroom,34.02967,-118.51507,Private Room,138,5,Los Angeles,Average
Creative Co-Living Room 3 Bed 1,33.93702,-118.23338,Shared Room,20,50,Los Angeles,High
STUDIO CITY-SHERMAN OAK-STUDIOS UNIVERSAL-NEW UNIT,34.14417,-118.37455,Entire Home,285,41,Los Angeles,High
"""CLEAN & SPACIOUS"" Bedroom @ HOLLYWOOD",34.10091,-118.34341,Private Room,61,71,Los Angeles,Extremely Popular
Silverlake Home by the Reservoir!,34.09118,-118.26085,Entire Home,195,53,Los Angeles,High
East Hollywood Studio,34.08742,-118.31299,Entire Home,65,25,Los Angeles,High
"Fabulous 1 bedrm in quiet yet central, LA location",34.13841,-118.26092,Entire Home,109,5,Los Angeles,Average
Luxury Resort Style Condo Valencia!,34.41877,-118.56534,Private Room,129,69,Los Angeles,Extremely Popular
"Los Angeles, Studio city Rental.",34.14247,-118.39231,Entire Home,145,7,Los Angeles,Average
N5 - Comfy Room,34.06072,-118.13563,Private Room,36,12,Los Angeles,Average
MODERN VILLA,34.16905,-118.56001,Entire Home,484,4,Los Angeles,Low
Family Community: Catch Some Shut Eye,34.39325,-118.55784,Shared Room,28,8,Los Angeles,Average
"Amazing Apartment with views, completely renovated",34.07369,-118.38401,Private Room,80,7,Los Angeles,Average
Private Guesthouse,34.04628,-118.36242,Entire Home,85,44,Los Angeles,High
Condo_room B. Elegant master room.,34.07407,-118.01037,Private Room,45,19,Los Angeles,High
"Clean, Private, Entire Guest House | LA Bungalow",33.99752,-118.43095,Entire Home,109,256,Los Angeles,Extremely Popular
Garden house in Heart of Los ANGELES,34.06954,-118.3583,Private Room,52,0,Los Angeles,New Listing
Large Modern Hollywood Hills Bedroom,34.1116,-118.37698,Private Room,86,6,Los Angeles,Average
Affordable Housing Near USC w/ free breakfast,34.02142,-118.3154,Shared Room,45,22,Los Angeles,High
Charming Palms Studio Apartment,34.01354,-118.4181,Entire Home,72,0,Los Angeles,New Listing
Ben Home,34.14255,-118.37265,Private Room,70,0,Los Angeles,New Listing
1255 Mr. C. Residence,34.05489,-118.39819,Entire Home,1900,0,Los Angeles,New Listing
Private Room and private bath in LA,34.05327,-118.34458,Private Room,55,47,Los Angeles,High
Bohemian chic comfy Apartment,34.13503,-118.14326,Private Room,80,1,Los Angeles,Low
Hip Stylish Private Bedroom/Bathroom in Large Home,34.16492,-118.35009,Private Room,110,6,Los Angeles,Average
Shared Room,33.86306,-118.29961,Shared Room,20,0,Los Angeles,New Listing
"Modern Long Beach  room , enjoy Bixby Knolls life",33.829,-118.18956,Private Room,65,3,Los Angeles,Low
Calabasas Private 2 Bedroom Guest Suite  With Pool,34.13269,-118.61004,Entire Home,313,96,Los Angeles,Extremely Popular
"Private Retreat Getaway in East LA, sleeps 6",34.02028,-118.14342,Entire Home,86,56,Los Angeles,Extremely Popular
Heart of WeHo! Stunning w/ Breathtaking Views,34.10197,-118.37676,Entire Home,2169,14,Los Angeles,Average
"Unit 9, NEWLY REMODELED LA LIVE/CONVENTION CENTER.",34.03758,-118.26804,Entire Home,60,182,Los Angeles,Extremely Popular
Shared Female Room – Bottom Bunk Bed,33.92947,-118.26329,Shared Room,22,0,Los Angeles,New Listing
luxury apartment,34.02869,-118.14709,Entire Home,133,7,Los Angeles,Average
史诗般的加州体验,33.93055,-118.35435,Shared Room,40,3,Los Angeles,Low
Private Condo with Rentable Car near LAX!,33.97725,-118.36609,Entire Home,66,44,Los Angeles,High
San Pedro CA Private Bedroom #1 - On hill,33.73845,-118.3047,Private Room,89,2,Los Angeles,Low
山顶别墅-北欧简约风,34.04667,-117.86189,Private Room,75,2,Los Angeles,Low
Spacious Guest Suit in beautiful home,34.1941,-118.56872,Entire Home,85,10,Los Angeles,Average
Beautiful and cozy bedroom with private bath,33.97459,-118.42313,Private Room,80,6,Los Angeles,Average
"Lux Downtown 1BR w/ Gym, W/D, Pool, near Staples Center by Blueground",34.05418,-118.26297,Entire Home,125,2,Los Angeles,Low
Private master suite in beautiful West LA home,34.03763,-118.43586,Private Room,295,6,Los Angeles,Average
Next to park and dodger stadium,34.0877,-118.25311,Private Room,45,0,Los Angeles,New Listing
Happy Beach House Ocean-View Near Manhattan Beach,33.90778,-118.42139,Entire Home,253,5,Los Angeles,Average
Bright Spacious 3bd Apartment In Hollywood!,34.08479,-118.3298,Entire Home,307,1,Los Angeles,Low
Oasis of Chic Calm in Hollywood,34.06916,-118.34691,Private Room,125,0,Los Angeles,New Listing
Mint Oasis - Guest House Studio w. private pool,34.1639,-118.60864,Entire Home,67,0,Los Angeles,New Listing
Clean & Private 2BR |  Full Kitchen | Free Parking,34.13932,-118.33933,Entire Home,189,0,Los Angeles,New Listing
Private Bedroom In A Modern Decor Home Near Shore,33.74363,-118.28496,Private Room,54,65,Los Angeles,Extremely Popular
LA ArtistHouse - Dorm Style! 2,34.16194,-118.50079,Shared Room,30,1,Los Angeles,Low
Beverly hills family home with pool,34.06489,-118.38592,Entire Home,1000,0,Los Angeles,New Listing
"Quiet, upper 2/1 non smoking, beach close, parking",33.77809,-118.14859,Entire Home,99,62,Los Angeles,Extremely Popular
"1 Cozy, Intimate Bedroom shared house",34.18835,-118.15999,Private Room,24,1,Los Angeles,Low
Urban Flat| Fresh & Clean| Views of Ocean + Staples Center|,34.05216,-118.26386,Entire Home,167,16,Los Angeles,Average
LONG BEACH VIA BROADWAY,33.76907,-118.17295,Private Room,149,0,Los Angeles,New Listing
Nice Guesthouse in Beverly Hills,34.06517,-118.37755,Private Room,110,77,Los Angeles,Extremely Popular
Cosy 3 bedroom house in Agoura Hills,34.1618,-118.78649,Entire Home,101,0,Los Angeles,New Listing
Nena's Home,33.94664,-118.04445,Private Room,75,98,Los Angeles,Extremely Popular
Nancy's Pasadena Getaway,34.1482,-118.11367,Entire Home,143,9,Los Angeles,Average
Hollywood Hills Quiet Entire Home away from home,34.116,-118.33071,Entire Home,119,18,Los Angeles,High
Spacious Studio,34.09205,-118.34491,Entire Home,114,1,Los Angeles,Low
Bevetly Hills unique luxury  penthouse experience,34.0619,-118.39801,Entire Home,800,0,Los Angeles,New Listing
Comfortable & Creative Silverlake,34.09578,-118.29601,Entire Home,75,1,Los Angeles,Low
Hollywood Loft cleaned and disinfected 2 beds,34.10238,-118.31052,Entire Home,129,89,Los Angeles,Extremely Popular
Huge Room in Historic LBC Craftsman,33.77244,-118.19748,Private Room,72,202,Los Angeles,Extremely Popular
Cozy Craftsman Guest House,34.19151,-118.11781,Entire Home,250,1,Los Angeles,Low
Relaxing Get-Away in LA - Gated Paradise,33.74442,-118.31504,Private Room,167,9,Los Angeles,Average
LAX-Carlos' BIG Shared Jacuzzi Penthouse (Trundle),33.95898,-118.40362,Shared Room,150,43,Los Angeles,High
Be super comfy in my home while you are in LA,34.16579,-118.44446,Private Room,100,82,Los Angeles,Extremely Popular
Private Apartment in Old Town Monrovia,34.14813,-117.99805,Entire Home,89,65,Los Angeles,Extremely Popular
罗兰家园 Rowland Ranch,33.97947,-117.8706,Entire Home,458,0,Los Angeles,New Listing
Bright and Clean Oasis with Sunset Views!,34.08483,-118.24933,Entire Home,97,9,Los Angeles,Average
Economic studio on Westwood/UCLA,34.05309,-118.42946,Entire Home,75,13,Los Angeles,Average
Private Modern Venice Compound with Pool/Spa,33.9943,-118.47244,Entire Home,1750,5,Los Angeles,Average
Private Beach Retreat at the Venice Pier,33.9787,-118.46298,Entire Home,129,24,Los Angeles,High
Cozy Spacious House - Close to Downtown LA,34.09368,-118.08936,Entire Home,170,96,Los Angeles,Extremely Popular
Private Gated Cozy 1 Bedroom / 1 Bath Guesthouse,34.0608,-118.36827,Entire Home,120,66,Los Angeles,Extremely Popular
Private Studio Playa Vista/MDR,33.98158,-118.41031,Entire Home,191,190,Los Angeles,Extremely Popular
cozy house,34.01924,-117.86391,Entire Home,198,8,Los Angeles,Average
Gem of Santa Monica: 1Bed/1Bath at 944 12th Street,34.0276,-118.49354,Entire Home,118,0,Los Angeles,New Listing
Diamond Bar- 钻石吧两房一浴,33.96902,-117.8447,Private Room,100,11,Los Angeles,Average
"Walk to Village, Minutes to Beach in Pacific Palisades",34.04623,-118.52853,Entire Home,449,14,Los Angeles,Average
"Private Bedroom, Kitchenette blocks from the Beach",34.00492,-118.48085,Private Room,190,14,Los Angeles,Average
Charming Venice Retreat,33.99658,-118.45451,Entire Home,100,76,Los Angeles,Extremely Popular
Spacious Echo Park Room with a View,34.07542,-118.25776,Private Room,73,4,Los Angeles,Low
A place of your own | 2BR in Los Angeles,34.06171,-118.34879,Entire Home,201,0,Los Angeles,New Listing
Secluded Getaway Retreat near JPL,34.19849,-118.16365,Entire Home,50,19,Los Angeles,High
Looking for a Great Flatmate,34.10559,-118.3186,Private Room,65,0,Los Angeles,New Listing
Home on PRIVATE BEACH in Malibu; no public access,34.038,-118.62307,Entire Home,1243,67,Los Angeles,Extremely Popular
Spotless Apartment in Los Angeles near UCLA *37,34.06255,-118.44415,Entire Home,199,4,Los Angeles,Low
Modern with a splash of glam! Close to Lacma/Grove,34.05894,-118.35522,Private Room,67,20,Los Angeles,High
Serene guesthouse Studio City Hills great location,34.13916,-118.37624,Entire Home,58,32,Los Angeles,High
"Clean, Creative Space in Miracle Mile",34.05371,-118.35042,Entire Home,111,3,Los Angeles,Low
"Guesthouse-stylish, private, cozy w/outdoor patio",33.94035,-118.35643,Entire Home,66,82,Los Angeles,Extremely Popular
Mini Home away from home,34.06547,-118.29523,Entire Home,55,0,Los Angeles,New Listing
Mid-City Historic Bungalow,34.0499,-118.35254,Entire Home,150,1,Los Angeles,Low
"Unit 2, Newly Remodeled, Walk To Convention Center",34.03758,-118.26804,Entire Home,59,141,Los Angeles,Extremely Popular
AMAZING modern villa in PRIME Location @HoLLYWOOD,34.12614,-118.34812,Entire Home,728,1,Los Angeles,Low
1 BR with PRIVATE bathroom near LAX and Beach  - 3,33.92199,-118.40537,Private Room,70,79,Los Angeles,Extremely Popular
Welcome to Three Palms on Marengo!,34.18295,-118.14747,Entire Home,134,121,Los Angeles,Extremely Popular
Amazing/Quiet/Peaceful-Near Venice Beach/LAX/Park,33.97045,-118.42713,Private Room,63,4,Los Angeles,Low
Modernized Home Of Your Summer !,34.17123,-118.64897,Entire Home,700,0,Los Angeles,New Listing
Burbank 1 BR Guest House with Separate Entrance,34.15962,-118.30202,Entire Home,121,43,Los Angeles,High
A 205 - Modern 1 bed 1 bath in Hollywood + Parking,34.09608,-118.34608,Entire Home,165,1,Los Angeles,Low
LAX-Suzi's Unpretentious Li'l Layover Spot/ Beach!,33.95804,-118.40368,Shared Room,22,94,Los Angeles,Extremely Popular
Elegant Design Apartment with Courtyard Garden Dining Space,34.02504,-118.4872,Entire Home,179,171,Los Angeles,Extremely Popular
Atlantic Times Square Luxury APT(3 bed/2.5bath),34.06808,-118.13322,Entire Home,150,3,Los Angeles,Low
Venice Room,34.04228,-118.31291,Private Room,59,22,Los Angeles,High
ULTRA MODERN LUXURY APARTMENT IN MID CITY LA!,34.04136,-118.33906,Entire Home,93,2,Los Angeles,Low
"Ideal 1BR Near Dtwn Glendale w/ Amenities, Pets OK",34.14297,-118.265,Entire Home,83,0,Los Angeles,New Listing
Amazing Remodeled Home in Alhambra close to DTLA,34.08778,-118.15384,Entire Home,140,22,Los Angeles,High
Private cozy Room near USC & DTLA,34.01624,-118.27402,Private Room,50,84,Los Angeles,Extremely Popular
Newly remodeled |Spacious 2bedroom |Walk to beach,33.77229,-118.15873,Entire Home,124,46,Los Angeles,High
LUXURY PENTHOUSE|2BD|Free Parking|UV Sanitized,34.09068,-118.32826,Entire Home,186,49,Los Angeles,High
Large Private Room in Hip Culver City Art District,34.03025,-118.37896,Private Room,59,138,Los Angeles,Extremely Popular
"Adorable Cape Cod Cottage, Venice Beach, LA",33.98439,-118.46787,Entire Home,97,226,Los Angeles,Extremely Popular
Become Simplicity --,34.19232,-118.37529,Entire Home,110,1,Los Angeles,Low
Room #2 in Monterey Park,34.06769,-118.11398,Private Room,74,92,Los Angeles,Extremely Popular
Be A West Los Angeles Local,34.04293,-118.46409,Entire Home,149,3,Los Angeles,Low
*GIANT* Elvis Presley Themed LOFT Los Angeles  A++,34.04494,-118.25324,Entire Home,150,408,Los Angeles,Extremely Popular
Westwood Vaca Home w Parking 2 Bdrm Walk to UCLA,34.06517,-118.45212,Entire Home,174,140,Los Angeles,Extremely Popular
Oneworld Hollywood,34.11999,-118.33982,Entire Home,675,0,Los Angeles,New Listing
Oceanfront Beach Retreat 2+2 - Monthly @ huge disc,33.95652,-118.44992,Entire Home,300,18,Los Angeles,High
Creative Co-living Room 1 Bed 3,33.93825,-118.23367,Shared Room,20,23,Los Angeles,High
Two Bedroom House with Large Backyard and Grill,34.03571,-118.47388,Entire Home,185,26,Los Angeles,High
A Venice Beach Stay for the ACTIVE Traveler!,34.00261,-118.4742,Private Room,62,71,Los Angeles,Extremely Popular
Private Room in rear of house w Private Entrance,33.93123,-118.32999,Private Room,75,2,Los Angeles,Low
Spacious Bedroom & Private Bathroom,34.18708,-118.31005,Private Room,67,14,Los Angeles,Average
Newly Remodeled Guest House,34.18482,-118.5407,Entire Home,67,25,Los Angeles,High
The Beverly Hills Palace,34.08354,-118.3998,Entire Home,3000,11,Los Angeles,Average
圣馨屋,34.09755,-118.10967,Private Room,54,13,Los Angeles,Average
2BR WeHo house w/ BACKYARD PARADISE,34.09941,-118.3504,Entire Home,213,29,Los Angeles,High
Modern Tasteful Prime West LA Single with Pool,34.04281,-118.45216,Entire Home,75,116,Los Angeles,Extremely Popular
Central Location Face to Pool 2B/2B  中心地段泳池风景房,33.99024,-117.92001,Entire Home,149,65,Los Angeles,Extremely Popular
Californian Paradise,33.87256,-118.33578,Private Room,50,11,Los Angeles,Average
Palms Paradise,34.02334,-118.41155,Private Room,75,1,Los Angeles,Low
相遇就是一种缘分，一种距离的美，你开心、快乐，我也会快乐，快乐就是这么简单！期待与你相识。,33.98235,-117.98368,Private Room,55,16,Los Angeles,Average
BEVERLY HILLS ESTATE,34.09247,-118.40407,Entire Home,3143,0,Los Angeles,New Listing
The Place to be,34.13785,-118.14491,Entire Home,110,4,Los Angeles,Low
"Master Suite Oasis
Luxurious & Private",34.16434,-118.47605,Entire Home,68,214,Los Angeles,Extremely Popular
"Colorful, Modern, Private Guest House with Patio",34.05518,-118.36102,Entire Home,129,8,Los Angeles,Average
"3 bd 2 ba in quiet Del Rey, 5 mins from the beach",33.98875,-118.42764,Entire Home,400,3,Los Angeles,Low
Awesome Chinese Theatre Apartment Great Location!,34.1015,-118.34399,Entire Home,89,70,Los Angeles,Extremely Popular
Fully Renovated 2BD House w Patio / Washer Dryer!,34.02922,-118.36258,Entire Home,85,14,Los Angeles,Average
StayTony #304 Hollywood @ Highland,34.10547,-118.34075,Entire Home,104,0,Los Angeles,New Listing
Bohemian Flat w/Spectacular Vistas,34.1075,-118.34194,Entire Home,109,199,Los Angeles,Extremely Popular
Ocean Breeze & View,33.76044,-118.15157,Entire Home,97,55,Los Angeles,High
